num_correct_chars,time
0,0.0061321258544921875
0,0.002259969711303711
0,0.002418994903564453
0,0.0026922225952148438
0,0.0024640560150146484
0,0.0024750232696533203
0,0.0024530887603759766
0,0.0023469924926757812
0,0.002368927001953125
0,0.0023789405822753906
0,0.002357959747314453
0,0.0024809837341308594
0,0.0024220943450927734
0,0.002454996109008789
0,0.0023238658905029297
0,0.00257110595703125
0,0.0024640560150146484
0,0.002521991729736328
0,0.0024330615997314453
0,0.0024750232696533203
0,0.0025081634521484375
0,0.0024330615997314453
0,0.002844095230102539
0,0.002401113510131836
0,0.0026428699493408203
0,0.002418994903564453
0,0.0024530887603759766
0,0.0024220943450927734
0,0.002573728561401367
0,0.0024459362030029297
0,0.002469778060913086
0,0.002440929412841797
0,0.002437114715576172
0,0.0025441646575927734
0,0.0024709701538085938
0,0.002254009246826172
0,0.0024640560150146484
0,0.0024383068084716797
0,0.002521991729736328
0,0.0025680065155029297
0,0.0024390220642089844
0,0.002450227737426758
0,0.002463817596435547
0,0.0024459362030029297
0,0.0026090145111083984
0,0.002543926239013672
0,0.0025076866149902344
0,0.0025873184204101562
0,0.002488851547241211
0,0.002470731735229492
0,0.002565145492553711
0,0.002527952194213867
0,0.0024750232696533203
0,0.0025610923767089844
0,0.0024759769439697266
0,0.0026128292083740234
0,0.0024852752685546875
0,0.0024721622467041016
0,0.0024840831756591797
0,0.002454996109008789
0,0.002507925033569336
0,0.00261688232421875
0,0.002470254898071289
0,0.0025391578674316406
0,0.0026030540466308594
0,0.0026857852935791016
0,0.002763032913208008
0,0.0026481151580810547
0,0.0026531219482421875
0,0.002637147903442383
0,0.002624988555908203
0,0.002630949020385742
0,0.002825021743774414
0,0.0026330947875976562
0,0.002652883529663086
0,0.0026497840881347656
0,0.0026450157165527344
0,0.0027549266815185547
0,0.002625703811645508
0,0.0026428699493408203
0,0.002638101577758789
0,0.002665996551513672
0,0.0026438236236572266
0,0.002767801284790039
0,0.002655029296875
0,0.0026769638061523438
0,0.0027179718017578125
0,0.002755880355834961
0,0.002875804901123047
0,0.0027811527252197266
0,0.002741098403930664
0,0.0027267932891845703
0,0.002750873565673828
0,0.002724170684814453
0,0.002850055694580078
0,0.0027310848236083984
0,0.0027341842651367188
0,0.002696990966796875
0,0.002851247787475586
0,0.0029010772705078125
0,0.0028471946716308594
0,0.003142118453979492
0,0.0027899742126464844
0,0.0027599334716796875
0,0.0027320384979248047
0,0.002875089645385742
0,0.0028820037841796875
0,0.0028281211853027344
0,0.0028409957885742188
0,0.0028488636016845703
0,0.0031769275665283203
0,0.002920866012573242
0,0.0028378963470458984
0,0.002868175506591797
0,0.0028371810913085938
0,0.002852201461791992
0,0.0030188560485839844
0,0.0028090476989746094
0,0.002833127975463867
0,0.0028700828552246094
0,0.002845287322998047
0,0.0029931068420410156
0,0.0028679370880126953
0,0.0028688907623291016
0,0.0028553009033203125
0,0.002849102020263672
0,0.0029790401458740234
